Num_Acc,catu,grav,sexe,trajet,secu,an_nais,senc,catv,occutc,obs,obsm,choc,manv,an,mois,jour,hrmn,lum,agg,int,atm,col,com,lat,long,dep,catr,circ,nbv,vosp,prof,plan,surf,infra,situ,env1
1.0,-0.05960779717416932,0.007463014175046555,-0.03759850784089362,-0.05123436924563088,0.045123168774669,0.05126275364081414,0.08506827009594041,0.0656885529637736,-0.02462524329485626,-0.11084921866473763,0.0819626518879205,0.03732864417417864,0.04903662513890022,,0.008557670370383215,0.0020488778547294415,0.0048674204900392,0.07450550667747471,0.18490294935748036,0.029771775868114223,-0.04371703920061706,-0.004925805597019431,-0.02510376308235231,-0.19154803585128352,0.30527006830884035,0.6319454866940919,-0.03809861298527244,-0.05191665051071432,0.1755337392267075,0.05430423661982394,-0.08974847204846119,-0.1598407814393537,-0.04355019287430934,-0.01578863356056753,0.07855243039909654,0.1590183884665725
-0.05960779717416932,1.0,0.19732107844994018,0.21818882611029708,0.05686743947105818,-0.135832294807399,0.10270533865292425,-0.028231650846068074,-0.038386926582007944,0.06259063799323965,0.02838246781120952,-0.13651820916380186,-0.04089253037025065,-0.04420321495653412,,0.07701660983197192,-0.00036191626913240174,0.0005160242615924482,0.03602134030199267,0.02779834423545907,-0.01338433039832464,0.008527447267844728,0.20810899536878524,0.0327497609992911,-0.02816753947995729,0.02469906938260547,-0.041228383128189335,0.03715026771667512,-0.0196622504410772,-0.04411595237609125,0.007385468901852837,0.0007144018025133544,0.012477748615744988,0.008589249574370565,0.0048511506134508945,0.0441499488517475,-0.06742739228395585
0.007463014175046555,0.19732107844994018,1.0,0.08770683043388422,-0.016251038023107286,0.10915635023512023,0.0896263841386566,0.005282921881627904,0.15718540489983912,-0.02162977381328547,0.11979061327132978,-0.10415891852558397,-0.02942499706866684,-0.07710189304709562,,0.023384398808888242,-0.003816748176048326,-0.02167550028578655,0.03162279140673651,-0.024563313057789977,-0.007931318722624129,-0.00826721171838825,0.0338936652018295,0.001128552316647274,-0.0062635621946122,0.0028394501467349704,-0.008732937795967224,-0.009366635788582057,-0.003810212986861134,0.00382783677353541,-0.00295799385180888,0.01488379544104493,0.04541383196581272,0.024233077152830983,-0.004292152839335955,0.06744184972927518,-0.00995411321742586
-0.03759850784089362,0.21818882611029708,0.08770683043388422,1.0,0.0011970246588073152,-0.08280803775518596,-0.02723440485432089,-0.0020186804707057206,-0.13276525564859046,0.0084330978521297,-0.012241578911170727,0.00019364169566105438,0.018952372076436044,0.007118964389502057,,-0.0014002079860814462,0.0009157837829500149,0.019104675883877716,-0.047090054526394386,-0.0032560478214948138,-0.0038554374319109477,0.021462110371900406,0.00868222083396169,0.012110831440246609,-0.003762758087157934,-0.009917637988315716,-0.03630159694109915,-0.0026715151269941385,0.004059900111813568,-0.015578040408424651,-0.009559407663949202,-0.0003659711255071419,-0.0020804345368803053,0.010917274334198765,0.008574661576188036,0.0007360390227704765,-0.007246512853970592
-0.05123436924563088,0.05686743947105818,-0.016251038023107286,0.0011970246588073152,1.0,-0.025713520283167937,-0.018877881546643514,0.014401957776713013,-0.030805319455884952,0.01864120984705961,0.055624879303431025,-0.038380512920278984,0.022400767828703667,-0.0022347947927401236,,-0.015429670452254508,-0.004125614647861615,0.03670485475984816,0.012352740299831922,-0.06721166606234819,-0.01290298792567116,-0.014395714151896511,0.027403832088085542,0.0578034184307523,-0.024708596213524017,0.006214073981035181,-0.017789973401512046,-0.04609499792941562,0.03761771611151824,0.004549176053403494,-0.016787936686873714,0.02854353055331338,0.04689046473950915,0.0011721654451149093,-0.0017168219955232189,0.00598745766589303,-0.004121205187286362
0.045123168774669,-0.135832294807399,0.10915635023512023,-0.08280803775518596,-0.025713520283167937,1.0,0.07420450873956563,-0.0074126658046712165,0.24992380952531693,0.01105066245481736,-0.008798781267463855,0.024882169799211845,-0.0034650826418836603,0.0047674221482561716,,-0.07780624353254403,0.0010281060027395941,0.02241791266014899,0.008108009554358246,0.07662835591590107,0.031029311968226024,-0.0019166855208712624,-0.03564346487668235,-0.038742710670539214,0.0030662855494403307,0.0003640865790734693,0.05282024924590754,0.0671121568933719,-0.029711282534984198,-0.03696257191118894,0.03417190529565538,-0.011669025122776134,-0.015599966392635155,-0.002922803858164133,0.012528563785064227,-0.07312055046908623,0.09317291307913876
0.05126275364081414,0.10270533865292425,0.0896263841386566,-0.02723440485432089,-0.018877881546643514,0.07420450873956563,1.0,0.005990282632959328,0.04434332850627175,0.0246128973974004,0.05821811493051896,-0.026376922340349235,-0.01438488017434286,-0.010590024171850282,,0.0036167259999677326,0.004564810349554366,0.006655509873984113,0.13102412000478592,0.007352951821072432,-0.021059517366756476,-0.015485581135646295,-0.009758913275368663,0.008891611902913493,-0.018904496092222903,0.025756539903542056,0.03659735592496995,-0.00717585804786416,0.012518258134233393,0.02045051213519293,0.006146354995351782,-0.0018229052056071803,0.013802435521818836,0.018387581010212494,-0.018767502112418268,0.03652993995635244,0.011777266630632338
0.08506827009594041,-0.028231650846068074,0.005282921881627904,-0.0020186804707057206,0.014401957776713013,-0.0074126658046712165,0.005990282632959328,1.0,0.008225041798808567,0.010273903375132822,0.008613277374335199,0.017258980453135033,0.023234842484011663,-0.003415222681187511,,-0.04560948117756643,-0.01214407345566321,-0.022914496576354377,-0.004102649466203461,-0.16343543402567587,-0.08450289732213251,0.009029037582456037,-0.040908208414968866,-0.0317547438351081,0.028511113405417482,-0.015568117923807998,0.03834714940047501,-0.26180353410003054,0.1209895943119343,0.15808984758463937,-0.004716869369265141,0.019351584148675258,-0.004629186893428901,-0.0033891980098582236,-0.020590747711185436,-0.06467537444090646,0.07634415197762207
0.0656885529637736,-0.038386926582007944,0.15718540489983912,-0.13276525564859046,-0.030805319455884952,0.24992380952531693,0.04434332850627175,0.008225041798808567,1.0,0.1623173695816229,-0.0034026396252719894,-0.016886017231073185,-0.03293923194346272,-0.02226433711996874,,-0.006564211047204217,0.006142145419391646,0.016574738896064447,-0.016297476680181305,0.053587602870479846,0.01842396743627609,-0.027295529477706536,0.030474203330739098,-0.051947209880561764,-0.0015875937639837031,0.013131715607660896,0.04304559629665604,0.04238355520745226,-0.026664258690384635,-0.0033403179574191194,0.03483373176490034,-0.003369698421560393,0.004217002621929691,-0.004635192593781595,-0.001216859968796408,-0.014496954522150279,0.013511094033703541
-0.02462524329485626,0.06259063799323965,-0.02162977381328547,0.0084330978521297,0.01864120984705961,0.01105066245481736,0.0246128973974004,0.010273903375132822,0.1623173695816229,1.0,0.009574053493407652,-0.020195634130753835,0.01213295798269478,-0.01914782461987429,,-0.01720939112383299,0.011476701592697291,-0.010257882038411433,-0.0035224742127942946,-0.0020240529126500737,0.0040760274585826825,-0.0041079170643238605,-0.0047818955986681,0.006379004567117809,0.005779181738943361,-0.0051075956718505105,-0.010208939945226552,-0.006972813026281618,0.004154541233421059,0.00019253086010463587,0.051205075875637995,0.008425828082390095,0.03448805400586451,0.012504278406557951,0.016764383047977557,-0.004076393526074313,-0.016324707375469216
