Num_Acc,catu,grav,sexe,trajet,secu,an_nais,senc,catv,occutc,obs,obsm,choc,manv,an,mois,jour,hrmn,lum,agg,int,atm,col,com,lat,long,dep,catr,circ,nbv,vosp,prof,plan,surf,infra,situ,env1,geo
1.0,-0.0596077971741693,0.0074630141750465,-0.0375985078408936,-0.0512343692456308,0.045123168774669,0.0512627536408141,0.0850682700959404,0.0656885529637736,-0.0246252432948562,-0.1108492186647376,0.0819626518879205,0.0373286441741786,0.0490366251389002,,0.0085576703703832,0.0020488778547294,1,0.0745055066774747,0.1849029493574803,0.0297717758681142,-0.043717039200617,-0.0049258055970194,-0.0251037630823523,-0.1915480358512835,0.3052700683088403,0.6319454866940919,-0.0380986129852724,-0.0519166505107143,0.1755337392267075,0.0543042366198239,-0.0897484720484611,-0.1598407814393537,-0.0435501928743093,-0.0157886335605675,0.0785524303990965,0.1590183884665725,6
-0.0596077971741693,1.0,0.1973210784499401,0.218188826110297,0.0568674394710581,-0.135832294807399,0.1027053386529242,-0.028231650846068,-0.0383869265820079,0.0625906379932396,0.0283824678112095,-0.1365182091638018,-0.0408925303702506,-0.0442032149565341,,0.0770166098319719,-0.0003619162691324,1,0.0360213403019926,0.027798344235459,-0.0133843303983246,0.0085274472678447,0.2081089953687852,0.0327497609992911,-0.0281675394799572,0.0246990693826054,-0.0412283831281893,0.0371502677166751,-0.0196622504410772,-0.0441159523760912,0.0073854689018528,0.0007144018025133,0.0124777486157449,0.0085892495743705,0.0048511506134508,0.0441499488517475,-0.0674273922839558,8
0.0074630141750465,0.1973210784499401,1.0,0.0877068304338842,-0.0162510380231072,0.1091563502351202,0.0896263841386566,0.0052829218816279,0.1571854048998391,-0.0216297738132854,0.1197906132713297,-0.1041589185255839,-0.0294249970686668,-0.0771018930470956,,0.0233843988088882,-0.0038167481760483,1,0.0316227914067365,-0.0245633130577899,-0.0079313187226241,-0.0082672117183882,0.0338936652018295,0.0011285523166472,-0.0062635621946122,0.0028394501467349,-0.0087329377959672,-0.009366635788582,-0.0038102129868611,0.0038278367735354,-0.0029579938518088,0.0148837954410449,0.0454138319658127,0.0242330771528309,-0.0042921528393359,0.0674418497292751,-0.0099541132174258,14
-0.0375985078408936,0.218188826110297,0.0877068304338842,1.0,0.0011970246588073,-0.0828080377551859,-0.0272344048543208,-0.0020186804707057,-0.1327652556485904,0.0084330978521297,-0.0122415789111707,0.000193641695661,0.018952372076436,0.007118964389502,,-0.0014002079860814,0.00091578378295,2,-0.0470900545263943,-0.0032560478214948,-0.0038554374319109,0.0214621103719004,0.0086822208339616,0.0121108314402466,-0.0037627580871579,-0.0099176379883157,-0.0363015969410991,-0.0026715151269941,0.0040599001118135,-0.0155780404084246,-0.0095594076639492,-0.0003659711255071,-0.0020804345368803,0.0109172743341987,0.008574661576188,0.0007360390227704,-0.0072465128539705,10
-0.0512343692456308,0.0568674394710581,-0.0162510380231072,0.0011970246588073,1.0,-0.0257135202831679,-0.0188778815466435,0.014401957776713,-0.0308053194558849,0.0186412098470596,0.055624879303431,-0.0383805129202789,0.0224007678287036,-0.0022347947927401,,-0.0154296704522545,-0.0041256146478616,2,0.0123527402998319,-0.0672116660623481,-0.0129029879256711,-0.0143957141518965,0.0274038320880855,0.0578034184307523,-0.024708596213524,0.0062140739810351,-0.017789973401512,-0.0460949979294156,0.0376177161115182,0.0045491760534034,-0.0167879366868737,0.0285435305533133,0.0468904647395091,0.0011721654451149,-0.0017168219955232,0.005987457665893,-0.0041212051872863,12
0.045123168774669,-0.135832294807399,0.1091563502351202,-0.0828080377551859,-0.0257135202831679,1.0,0.0742045087395656,-0.0074126658046712,0.2499238095253169,0.0110506624548173,-0.0087987812674638,0.0248821697992118,-0.0034650826418836,0.0047674221482561,,-0.077806243532544,0.0010281060027395,2,0.0081080095543582,0.076628355915901,0.031029311968226,-0.0019166855208712,-0.0356434648766823,-0.0387427106705392,0.0030662855494403,0.0003640865790734,0.0528202492459075,0.0671121568933719,-0.0297112825349841,-0.0369625719111889,0.0341719052956553,-0.0116690251227761,-0.0155999663926351,-0.0029228038581641,0.0125285637850642,-0.0731205504690862,0.0931729130791387,3
0.0512627536408141,0.1027053386529242,0.0896263841386566,-0.0272344048543208,-0.0188778815466435,0.0742045087395656,1.0,0.0059902826329593,0.0443433285062717,0.0246128973974004,0.0582181149305189,-0.0263769223403492,-0.0143848801743428,-0.0105900241718502,,0.0036167259999677,0.0045648103495543,1,0.1310241200047859,0.0073529518210724,-0.0210595173667564,-0.0154855811356462,-0.0097589132753686,0.0088916119029134,-0.0189044960922229,0.025756539903542,0.0365973559249699,-0.0071758580478641,0.0125182581342333,0.0204505121351929,0.0061463549953517,-0.0018229052056071,0.0138024355218188,0.0183875810102124,-0.0187675021124182,0.0365299399563524,0.0117772666306323,8
0.0850682700959404,-0.028231650846068,0.0052829218816279,-0.0020186804707057,0.014401957776713,-0.0074126658046712,0.0059902826329593,1.0,0.0082250417988085,0.0102739033751328,0.0086132773743351,0.017258980453135,0.0232348424840116,-0.0034152226811875,,-0.0456094811775664,-0.0121440734556632,1,-0.0041026494662034,-0.1634354340256758,-0.0845028973221325,0.009029037582456,-0.0409082084149688,-0.0317547438351081,0.0285111134054174,-0.0155681179238079,0.038347149400475,-0.2618035341000305,0.1209895943119343,0.1580898475846393,-0.0047168693692651,0.0193515841486752,-0.0046291868934289,-0.0033891980098582,-0.0205907477111854,-0.0646753744409064,0.076344151977622,7
0.0656885529637736,-0.0383869265820079,0.1571854048998391,-0.1327652556485904,-0.0308053194558849,0.2499238095253169,0.0443433285062717,0.0082250417988085,1.0,0.1623173695816229,-0.0034026396252719,-0.0168860172310731,-0.0329392319434627,-0.0222643371199687,,-0.0065642110472042,0.0061421454193916,1,-0.0162974766801813,0.0535876028704798,0.018423967436276,-0.0272955294777065,0.030474203330739,-0.0519472098805617,-0.0015875937639837,0.0131317156076608,0.043045596296656,0.0423835552074522,-0.0266642586903846,-0.0033403179574191,0.0348337317649003,-0.0033696984215603,0.0042170026219296,-0.0046351925937815,-0.0012168599687964,-0.0144969545221502,0.0135110940337035,14
-0.0246252432948562,0.0625906379932396,-0.0216297738132854,0.0084330978521297,0.0186412098470596,0.0110506624548173,0.0246128973974004,0.0102739033751328,0.1623173695816229,1.0,0.0095740534934076,-0.0201956341307538,0.0121329579826947,-0.0191478246198742,,-0.0172093911238329,0.0114767015926972,1,-0.0035224742127942,-0.00202405291265,0.0040760274585826,-0.0041079170643238,-0.0047818955986681,0.0063790045671178,0.0057791817389433,-0.0051075956718505,-0.0102089399452265,-0.0069728130262816,0.004154541233421,0.0001925308601046,0.0512050758756379,0.00842582808239,0.0344880540058645,0.0125042784065579,0.0167643830479775,-0.0040763935260743,-0.0163247073754692,10
